Any[-57257.87161305495, -184543.55087473462, -73728.62712128898, -34298.334127123795, -16957.151220207466, -8676.629117151942, -4287.635621185365, -2066.9931442735674, -1055.3859513703574, -535.8186166306425, -251.60474919108492, -99.45490220459409, -26.29056103472273, -11.305024225962221, -22.643220118590968, -23.733741609051638, -31.760974346891764, -29.509875053073813, -26.20753190714166, -20.290776373630518, -19.782753477860084, -15.027828267737469, -7.284527599994697, -5.573063449236533, -6.53809472215373, -4.494081105885432, -2.1427466291850212, -2.0821066463516638, -0.8266557862403522, -2.6104519559912234, -3.363459607250643, -2.223637601809404, -0.5974349985373277, -0.3128949261019404, 1.3736633983003221, 2.2515218135884956, 2.6689280692335995, 2.3273605439140796, 2.8339684849060096, 1.1457990436842012, 0.5061156595599293, -0.009486854780276572, -0.44579046422955815, 0.1584935300044604, -4.413897152911222, -4.289004429500025, -6.5078323501740485, -8.919747948431832, 1.66970753853184, 9.178408297328183, 7.9630070779884115, -1.5162488096060116, -15.899773585226177, -48.34484340394961, -13.21976466709231, -7.3119464409447374, 17.539463869675348, -9.361539369619166, -162.46730990834632, -530.9030339002628, -1545.389284469638, -4827.475759017891, -13985.637256334174, -58929.42842391295]
Any[4632.465916943533, 10820.634096661388, 4694.134498764048, 2207.2502578975527, 1415.947256495397, 1024.3377895821693, 541.6333227952039, 286.25811076169475, 186.9965183651244, 103.83591737047246, 62.50971894567635, 42.032880550141435, 33.884400767917136, 25.724748233122302, 20.15829580144962, 18.68742604441413, 15.10936882748127, 12.589023718905198, 10.59762281716144, 9.51797914195023, 8.161884945887454, 7.220238268549052, 6.211769245089071, 4.813122612390109, 4.341016222535091, 3.402710369307457, 2.3092023388575886, 2.39544810271732, 2.39929214161935, 2.328795447344476, 2.0366331957648756, 1.6871825520016086, 1.9397383472353849, 2.5503746928075173, 2.164831311029539, 2.198130499056856, 2.0645915162263258, 1.7558367469998257, 1.5563487948993515, 2.248738452634742, 2.946568685151376, 3.1308247754408387, 3.062440308172642, 4.4907441014481915, 5.477012575023821, 6.196548444062745, 9.139853250502302, 11.552863694371837, 11.954260188461301, 14.712169728276868, 13.737218376544737, 22.506734147422524, 33.49686897335476, 55.233588240929414, 50.87754647231963, 48.74194449599777, 65.62590588831233, 76.2059518446738, 132.4720895484679, 169.61905090474883, 231.01288434836732, 355.0761454188876, 689.7145347845625, 2292.4706522965294]
Any[-57424.228905984084, -184492.17363502985, -73524.03742522377, -34310.67435960099, -15867.011566811469, -7199.231221591325, -3329.3933929121163, -1511.921603287131, -686.2607133008199, -344.45917517871754, -183.00014315474965, -54.93014770809014, 4.860118997357786, 2.9161656894623578, 28.094618844983916, 22.192139900163575, 3.0143187515064733, -8.617203961792761, 5.617473937611913, 13.158213630619697, 13.842571990539064, 9.860240926666355, 11.868214660805394, 12.568767746444381, 9.29926814084548, 7.54985707803834, 7.523786896431777, 5.3706019612524765, 3.5577993666194403, 2.2886084148112236, 0.9755458255881836, 0.11110833687353733, 1.055258417087453, -0.4415541502387757, -2.4304693510972153, -2.6224733912956144, -0.8774762359218542, -0.9722314735834922, -2.7091338899627027, -3.552092405925534, -0.7508735653479254, 1.7088901343962863, 1.3096901425456313, 4.629506702790201, 7.69079227287295, 9.513626708821619, 11.57398631265316, 10.515867101275964, 15.17915447271711, 19.44513453305107, 4.284032718737014, -28.69603881367677, -53.956173414817954, -56.62366834814778, -50.18520197323724, -81.67137600399104, -150.44815507830197, -222.9001306895153, -287.1121556350509, -704.8249891944793, -1987.534801893995, -5169.651108713074, -14962.296398910674, -62397.371963008845]
Any[3671.0217720161136, 9485.620071347974, 4308.392341012764, 2062.9263120713927, 1003.9278584545403, 554.8395276566157, 351.3001605079357, 210.51061661555744, 134.6900458350515, 88.97135394096787, 60.68248650820819, 54.31628128136049, 38.147908236008995, 27.68265394722558, 21.339400219106135, 15.89829618776973, 15.718730131852595, 14.855177128238015, 15.712750698314776, 13.188634584897065, 8.501769051678552, 5.493754693371893, 5.514817148095219, 5.306149685405955, 4.072368547508495, 3.5820485311977937, 3.2606143071641336, 2.791274344980773, 2.3240618683648426, 1.8530215164514963, 1.7864769107221616, 1.7724482036311795, 1.3928788851439964, 1.6049955335791113, 1.9081239038899607, 1.9096596220657185, 1.8340030478001697, 1.5406498058441063, 2.025954290620928, 2.6916388194219882, 3.2281507501052795, 3.930272025809191, 4.412214022095832, 5.231601636120034, 5.755494591317677, 6.108011942789334, 7.166433716205598, 8.85404275223808, 10.272620647627008, 14.124739123623904, 17.269851542415047, 24.1789176563925, 32.345014907289595, 39.22736536961127, 49.21351282003158, 56.6162465127339, 68.98436778698792, 83.04596211153795, 102.33809790655128, 152.4390230661118, 304.86408777358423, 505.5060451941849, 910.4875496062995, 2651.726128342109]
Any[-58385.25630640619, -188944.11083681043, -74885.60341867137, -35514.775289862846, -17416.478465490294, -8412.898352341557, -3638.952541427114, -1460.54362376044, -673.0327533078212, -300.0988428491822, -134.47129946030194, -31.865482767182783, -2.7518959773369955, 16.305725822317335, 27.00925974964274, 19.326458834175167, -5.6679130751632325, -8.505367623145865, -0.0024242353880180876, 0.4454371309677518, 0.0703451369920197, 4.024620049768371, 3.7619140746905706, 1.6967953631922994, 3.8901009623075593, 4.116256929108696, 2.240352894885056, 0.8879967313326725, 0.6605547888325727, 1.6382449077590033, 1.2332592378806229, 1.2093623733006298, 1.8680772947057103, 2.4239691856243573, 3.826018024689199, 3.5792160376903723, 2.8099128332038514, 2.981469527232001, 3.6180947201481386, 2.814572133522939, 0.6859680542232383, -2.6776122069393367, -5.426974772308208, -2.125625301524596, 1.4333298668467758, 0.922333605710613, -4.286440085633716, -10.008047057668481, -7.661852070889709, -1.6410570219947687, -4.817362626405468, -7.299953151100602, -28.08550871648861, -41.05914424558716, -61.31470287429094, -107.37470255266632, -99.17482026386381, -26.52616095640811, -79.39365454115305, -493.41492097828393, -1740.1003659212636, -5476.4696120577555, -15854.535959208397, -63614.2687560804]
Any[3638.5904175127275, 9577.44780594917, 4662.958833497465, 2580.6056178493673, 1302.1582560151046, 755.9716933040727, 427.7855521231009, 235.07107032496666, 120.48413310558641, 81.39008645946318, 73.14533824810411, 59.200351637757244, 42.80003443300567, 33.280632657743716, 28.439970478779273, 23.63378226816588, 18.351641729217338, 13.82033470530791, 10.804449486436525, 9.058093912668864, 8.16881584499308, 6.834467601646142, 5.138104718642327, 3.744061510127569, 3.3141579719610985, 3.5435896223209613, 3.3211069682194765, 2.466938399009663, 2.254872016797824, 2.2906701493741646, 2.178142107747104, 2.027825007511785, 1.808773377984716, 1.7434510961933267, 1.8148682151491364, 2.1235625825215094, 2.2935782366651165, 1.9477225527537116, 2.3601382934403192, 2.6219463185871748, 2.9505952897358303, 2.820301642465049, 3.1133140435116125, 3.467459804310896, 6.050668770392802, 6.137238249443546, 7.099874183468354, 8.947857196287922, 10.002648226120028, 13.793936798103267, 18.675908025799885, 22.359976225950117, 29.122553090772875, 35.79437719219668, 47.46954096686327, 55.477165164095254, 76.16254168993484, 137.40334901455273, 174.89625814079338, 229.62612041774747, 320.35628676272427, 459.91956895551124, 773.4803145642089, 2208.066122312771]
Any[-57686.16828728147, -184817.575014846, -74192.1262603932, -34959.307767375925, -16480.178575921713, -8098.11614780521, -4104.264558149053, -1928.2058534353966, -816.0142406910275, -360.06863566787837, -222.11254104418452, -103.88609554954029, -39.24895297820439, -42.55770529074635, -22.952470112483642, -16.53401785093635, 4.2969323121228316, 10.814314956998302, 5.389729737640519, -3.7519054219854318, -0.42621323142582684, 7.799062060572173, 3.5632943228931233, -1.8966720443560257, 1.1605359076187973, 2.357611264829625, 1.6384865442371876, 1.3397231561354084, 0.5284244424332832, -0.14274076085613382, -1.7378293500054662, -1.793627138732375, -2.540272602014034, -2.887182337706641, -3.514399521237389, -3.3212954625400153, -1.503701197490211, 0.9898884537784073, 0.11011703996890108, -1.2553204638916735, -1.9627837856067323, -2.259288342297501, -0.9375737894913638, 1.2976520100317792, 10.089432665940722, 14.103532458918485, 18.699709716339793, 18.104961357717325, 17.91762421546865, 16.643147176966373, 6.549579624976711, 5.045730755787927, -3.757281270258454, 17.62984919827053, 17.436643542915785, 16.451904064717553, -33.782014172164665, -110.63579387960901, -240.0726726124369, -653.8274655105461, -1874.2801444821594, -5299.442787278064, -15614.267393300772, -63338.94339164747]
Any[3667.020777787325, 9067.03187717417, 3878.8967065651277, 2025.3293372505811, 1067.2242742897486, 601.6179243846072, 364.68298677768763, 228.7346887258934, 210.2466068371767, 132.99464721024083, 74.09922950155268, 58.0778567334622, 51.53720578527612, 55.86394044754533, 59.66618556291587, 47.31852164165345, 28.72540426789242, 22.458633353845453, 18.909650858165964, 14.829637888619542, 12.295494330416952, 10.272821730808944, 8.855662567567524, 7.000308230321411, 4.593583034309051, 3.739382701169935, 2.850709361323014, 2.3164242245658353, 2.459069267231013, 2.2352661635052886, 1.9350745732245513, 1.8089415129605053, 2.0352102034497266, 2.230267709998059, 2.177487085231546, 2.417773105800177, 2.49872327430179, 2.133196228934902, 2.04437291015102, 2.1678186223490545, 2.4824865653648795, 3.3011847377488905, 3.7815530312170282, 5.293347977617936, 6.091949556635202, 6.285318778187316, 6.495616252510483, 6.531822352087666, 9.023201939770013, 13.834324609045858, 18.78018117031398, 23.754208812532312, 27.76285864173754, 34.37009791035764, 36.665775550321996, 43.10133981403846, 60.908010304035855, 77.6076568209196, 112.54881099348212, 166.62666478415355, 288.89113802297504, 424.50707622580774, 909.7272309161762, 2722.4536031691537]
Any[-67862.58345655267, -198519.2121434778, -78542.37937806713, -35904.50659016438, -16510.413409947043, -7604.410645308413, -3676.6239174268467, -1890.7926638645051, -1019.4503181567153, -598.8534168887352, -334.9004973485784, -133.64454048507136, -32.88076637288894, -3.6057095636139227, -13.321100897722323, -23.33350377440782, -35.54000555365483, -32.77136034877414, -5.359303776358288, 2.1289929914493824, 4.613160126288366, -1.1517034870889344, -0.3173318453583617, -0.11592889553833179, 0.04868762161379396, 2.5024161449861673, 4.024412589803508, 2.1668298971145785, 0.13092173814106683, 0.8484168777660978, 2.3547819991928804, 0.8667593799239066, -0.2180676274200183, 0.7233832718551532, 0.2291873221859599, -0.20799540186019547, -0.639851748817725, -0.9291120011607086, -0.4127385134328165, -0.37879418351215577, 1.3455213768255625, 2.8575122275535736, -0.7392594631577448, -0.4498438958464534, -0.009571819425677974, -0.4201641366078459, 3.2862845313173854, -0.0658954843339925, 6.566502800945812, 21.163297190967548, 23.49830487500926, 26.29476648265626, 28.863022264504778, 21.916753929614657, 46.41592568382041, 68.32279267836074, 56.00338037448268, 9.189691993446859, -80.02629057950942, -516.9022344397916, -1462.2612751305394, -4493.930274267758, -14305.179500961163, -60665.58818120789]
Any[6579.512558254612, 12480.343269682056, 5896.380391483101, 2697.0445768624377, 1368.6891707662066, 702.3884318258805, 415.6173449845158, 250.61205994776202, 152.47876479688045, 99.52841355520788, 79.2370859184298, 60.01572350343918, 57.06143533290992, 51.09648610482965, 38.818543389727296, 29.81707608891611, 30.32983317692319, 24.375029930608655, 16.172468766406475, 10.693669073832284, 7.471236805158214, 7.91477482701175, 7.957469194691608, 7.697529536258236, 6.595756120325347, 5.899317409755697, 4.719533746892589, 3.2257467816510914, 2.486619282829223, 2.7592623817243096, 2.840781300786397, 2.41092492690135, 1.731223224526321, 2.0276944529308123, 1.6183111882966044, 1.5058966282923436, 1.8544718436206216, 1.9511154279197143, 2.716545105859184, 3.5893750313950017, 3.697701979510473, 3.6269604753479245, 4.625694968570121, 5.440796335503608, 7.889648358715488, 9.899614405663414, 10.042147219702036, 10.527882334292736, 13.00835874756674, 19.111806309542214, 21.893320317000637, 18.905265374534498, 24.02545289172466, 32.61531193981149, 45.84141789416737, 54.91229422489965, 72.20090186300472, 97.76673113375134, 149.0659101714928, 200.49671389121437, 350.29113395334446, 576.9445777826054, 805.7983184441902, 2062.990132712667]
